E=35 keV
  Dst > -20 nT
       12,           0,        1099,        2827,        2762,        2350,        2986,        2717,        2206,        2313,        2240,        1958,        1671,        1218,        1215,        1297,        1392,        2007,        2496,        3103,        4524,        6047,        7635,       10070,       15798,       21783,         251
       14,           0,        1069,        2408,        2511,        2332,        2424,        2081,        1759,        1820,        1724,        1446,        1175,         918,        1121,        1300,        1518,        2041,        2437,        2931,        4482,        6406,        7928,       10085,       16544,       20214,         525
       16,           0,         981,        3126,        2712,        1731,        2140,        2169,        2021,        2125,        2047,        1737,        1595,        1103,        1136,        1115,        1052,        1490,        1781,        2373,        3482,        4852,        6033,        7786,       11826,       16835,        4024
       18,           0,         857,        2201,        2571,        2536,        2903,        2431,        1803,        1838,        1816,        1910,        1887,        1505,        1676,        1779,        1827,        2184,        2436,        2673,        3259,        3912,        4432,        5175,        6595,       10481,        8740
       20,           0,         761,        2591,        2564,        2072,        3023,        2999,        2579,        2555,        2485,        2040,        1515,         990,         942,        1019,        1096,        1483,        1726,        1957,        2492,        3020,        3379,        4110,        5112,        7199,       11636
       22,           0,         849,        2471,        2729,        2384,        2746,        2427,        2038,        2034,        1858,        1718,        1558,        1156,        1195,        1362,        1463,        1910,        2168,        2358,        2963,        3734,        4092,        4502,        4849,        5643,        7648
  -50 nT < Dst < -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         124,         344,         446,         369,         397,         343,         282,         280,         231,         240,         319,         321,         336,         352,         326,         326,         330,         336,         505,         647,         728,         757,         818,         968,        1303
        2,           0,         195,         463,         301,         234,         372,         360,         349,         311,         317,         315,         353,         290,         365,         414,         451,         522,         559,         567,         619,         768,         809,         863,         910,         916,         834
        4,           0,         127,         267,         447,         460,         535,         455,         366,         298,         262,         345,         392,         369,         396,         329,         247,         308,         312,         319,         450,         517,         484,         533,         742,        1356,        2350
        6,           0,         172,         300,         364,         305,         433,         420,         323,         289,         260,         290,         309,         269,         302,         339,         312,         364,         443,         556,         807,        1038,        1149,        1273,        1437,        1854,        2189
        8,           0,         280,         489,         264,         119,          90,         103,         146,         151,         143,         179,         248,         261,         373,         433,         417,         493,         530,         560,         806,        1045,        1185,        1550,        2226,        2995,        1173
       10,           0,         145,         296,         366,         346,         387,         280,         206,         144,         102,         135,         120,          86,         125,         157,         183,         255,         347,         446,         597,         844,        1271,        1939,        3357,        5241,         570
       12,           0,          83,         270,         329,         284,         391,         413,         339,         252,         221,         277,         302,         284,         282,         312,         303,         410,         424,         467,         613,         804,         849,         886,        1242,        2199,          55
       14,           0,         119,         313,         272,         320,         315,         302,         303,         298,         274,         296,         322,         315,         405,         409,         360,         372,         392,         402,         511,         628,         513,         434,         437,         905,          44
       16,           0,         118,         432,         418,         296,         438,         410,         332,         280,         255,         198,         154,          92,          80,          99,         127,         143,         170,         248,         414,         545,         687,         898,        1211,        2646,        1347
       18,           0,         129,         343,         426,         327,         335,         251,         111,         173,         240,         300,         307,         264,         299,         323,         362,         392,         405,         367,         410,         517,         597,         778,        1082,        1646,        1138
       20,           0,          74,         302,         120,         117,         221,         266,         331,         349,         327,         374,         395,         349,         377,         384,         330,         332,         387,         452,         525,         558,         663,         731,         674,         658,         694
       22,           0,          30,         206,         402,         443,         433,         398,         266,         182,         131,         183,         238,         176,         217,         255,         292,         355,         382,         393,         523,         593,         645,         753,         848,        1021,        1283
  Dst < -50 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,           8,          57,          99,          89,          82,          41,          21,          24,          35,          37,          59,          55,          70,          63,          40,          40,          52,          54,          72,         103,         121,         139,         128,         127,         108
        2,           0,          47,         110,          68,          49,          65,          89,          76,          74,          70,          56,          66,          58,          62,          69,          78,          88,          87,          69,          74,          84,          78,          64,          71,          71,          81
        4,           0,          34,          43,         116,         105,          96,          58,          31,          42,          52,          54,          56,          46,          45,          59,          43,          40,          33,          25,          40,          49,          49,          56,          61,          63,          72
        6,           0,          38,          72,          62,          49,          73,          65,          36,          30,          22,          21,          17,           8,           7,           7,          10,          16,          15,          14,          33,          71,          66,          69,         113,         137,         225
        8,           0,          52,          70,          48,          21,          11,           8,          11,          16,          20,          20,          38,          53,          55,          58,          65,          76,          92,          83,         135,         145,         136,         162,         126,         157,         173
       10,           0,          16,          59,          67,          42,          45,          38,          25,          24,          20,          25,          26,          21,          37,          49,          48,          46,          51,          63,          55,          86,         119,         172,         378,         862,          64
       12,           0,          26,          16,          28,          61,          73,          72,          68,          58,          41,          54,          55,          22,          25,          17,          27,          39,          43,          36,          82,         123,         139,         203,         285,         373,           0
       14,           0,          31,          81,          72,          40,          36,          47,          59,          70,          65,          86,         102,          96,         126,         140,         126,         102,          94,          97,         129,         153,         135,          76,          19,           0,           0
       16,           0,          10,          44,          54,          88,         122,         139,         104,          77,          61,          45,          43,          31,          34,          45,          59,          50,          57,          67,          79,         106,         160,         204,         300,         524,         127
       18,           0,          12,          48,          84,          65,          77,          51,          31,          47,          75,          88,          98,          90,          79,          85,          81,          84,          75,          83,          94,         110,         129,         129,         172,         274,         309
       20,           0,          13,          31,           5,           8,          28,          49,          72,          73,          63,          70,          92,          89,          87,          65,          60,          84,          80,          77,          92,         104,         112,         123,         131,         142,         161
       22,           0,           3,          17,          27,          42,          54,          48,          41,          33,          36,          50,          52,          32,          26,          31,          33,          37,          42,          43,          49,          52,          30,          36,          51,          62,          80
E=175 keV
  Dst > -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         688,        2142,        2257,        2163,        2818,        2630,        2268,        2142,        1821,        1451,        1456,        1175,        1259,        1439,        1675,        2004,        2277,        2487,        3292,        4136,        4600,        5049,        5714,        7067,        9252
        2,           0,         878,        2069,        2090,        1874,        2511,        2487,        2170,        2268,        1891,        1358,         984,         588,         653,         876,        1087,        1744,        2138,        2466,        3365,        4308,        4802,        5330,        5985,        6914,        9207
        4,           0,        1294,        2279,        2105,        1927,        2429,        2414,        2148,        2250,        2071,        1579,        1329,         996,        1050,        1135,        1294,        1816,        2128,        2566,        3492,        4381,        5179,        6038,        6816,        8428,       12020
        6,           0,        1262,        3018,        2728,        2203,        2943,        2809,        2546,        2077,        1369,        1027,         842,         650,         814,        1003,        1212,        1760,        2075,        2500,        3525,        4731,        5610,        7072,        9194,       14178,       13545
        8,           0,        1015,        2913,        3437,        3083,        3229,        2666,        2079,        1911,        1594,        1201,         930,         736,         685,         815,        1101,        1807,        2252,        2776,        3994,        5544,        6760,        8520,       12375,       17706,        6473
       10,           0,        1223,        2970,        2700,        2408,        3286,        3287,        2718,        2566,        1972,        1454,        1116,         899,         987,        1161,        1379,        1766,        2157,        2681,        3930,        5470,        6807,        8986,       14330,       20301,         712
       12,           0,        1052,        2799,        2745,        2339,        2951,        2708,        2191,        2163,        1813,        1428,        1244,         986,        1025,        1153,        1333,        1907,        2412,        3005,        4397,        6029,        7661,       10091,       15773,       21671,         251
       14,           0,        1090,        2482,        2511,        2317,        2409,        2082,        1753,        1611,        1289,         942,         685,         610,         847,        1151,        1444,        1943,        2393,        2867,        4426,        6408,        7958,       10081,       16513,       20212,         525
       16,           0,         949,        3124,        2702,        1728,        2134,        2167,        2008,        2003,        1774,        1390,        1135,         872,         918,         892,         998,        1339,        1675,        2291,        3426,        4844,        6112,        7817,       11798,       16791,        3984
       18,           0,         733,        2137,        2557,        2537,        2900,        2433,        1781,        1670,        1620,        1644,        1568,        1272,        1451,        1628,        1792,        2167,        2450,        2633,        3227,        3903,        4414,        5201,        6600,       10482,        8740
       20,           0,         724,        2579,        2552,        2074,        3023,        2999,        2573,        2384,        2112,        1541,        1082,         655,         692,         832,         981,        1421,        1706,        1951,        2490,        2987,        3377,        4144,        5142,        7176,       11650
       22,           0,         804,        2478,        2705,        2384,        2746,        2425,        2022,        1789,        1411,        1290,        1158,         876,         971,        1159,        1383,        1837,        2108,        2353,        2972,        3738,        4085,        4491,        4850,        5577,        7575
  -50 nT < Dst < -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,          97,         349,         446,         368,         397,         337,         258,         178,         159,         186,         232,         243,         298,         332,         315,         312,         322,         333,         502,         650,         727,         754,         817,         967,        1296
        2,           0,         188,         465,         302,         234,         366,         359,         336,         302,         268,         254,         308,         261,         324,         387,         440,         511,         551,         571,         621,         765,         808,         861,         910,         917,         837
        4,           0,         109,         269,         448,         461,         535,         455,         354,         233,         194,         293,         332,         303,         350,         313,         244,         299,         306,         314,         438,         517,         485,         533,         742,        1356,        2350
        6,           0,         160,         303,         347,         298,         432,         418,         315,         215,         185,         215,         248,         236,         257,         318,         303,         345,         417,         540,         800,        1035,        1130,        1260,        1464,        1856,        2188
        8,           0,         269,         497,         259,         118,          91,         103,         136,         113,         114,         130,         200,         219,         298,         379,         416,         490,         519,         573,         803,        1044,        1198,        1530,        2225,        2996,        1173
       10,           0,         155,         295,         364,         345,         388,         276,         199,         100,          66,          88,          87,          82,         118,         140,         179,         252,         339,         437,         585,         828,        1268,        1931,        3328,        5147,         536
       12,           0,          83,         268,         320,         282,         390,         409,         311,         214,         183,         247,         252,         237,         244,         289,         290,         410,         424,         453,         597,         782,         832,         892,        1234,        2203,          33
       14,           0,         113,         324,         270,         315,         311,         302,         295,         243,         235,         254,         260,         271,         358,         366,         331,         379,         384,         404,         496,         624,         512,         434,         440,         905,          44
       16,           0,         112,         436,         412,         292,         438,         410,         324,         267,         245,         153,         133,          83,          75,          99,         126,         143,         172,         248,         418,         545,         691,         897,        1213,        2645,        1343
       18,           0,         117,         337,         429,         327,         332,         250,         108,         133,         179,         264,         297,         265,         288,         310,         342,         375,         394,         369,         406,         515,         601,         781,        1079,        1643,        1142
       20,           0,          81,         294,         119,         118,         220,         267,         330,         294,         287,         292,         340,         319,         345,         366,         321,         325,         382,         461,         529,         553,         660,         729,         673,         664,         693
       22,           0,          27,         194,         400,         443,         427,         402,         262,         156,         123,         137,         178,         139,         189,         247,         291,         358,         393,         407,         522,         594,         644,         752,         848,        1021,        1273
  Dst < -50 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,          13,          65,         101,          89,          82,          41,          21,          21,          40,          39,          59,          53,          70,          60,          40,          40,          52,          54,          72,         103,         121,         139,         128,         127,         108
        2,           0,          37,         107,          67,          49,          65,          84,          76,          70,          63,          50,          55,          49,          47,          70,          81,          85,          83,          71,          81,          91,          78,          64,          71,          71,          81
        4,           0,          29,          48,         116,         106,          98,          56,          30,          38,          53,          54,          63,          50,          48,          54,          40,          37,          32,          25,          40,          49,          49,          56,          61,          63,          72
        6,           0,          25,          81,          53,          47,          78,          74,          34,          26,          21,          20,          17,           6,           7,           7,          10,          15,          14,          14,          36,          73,          66,          67,         108,         136,         216
        8,           0,          53,          71,          47,          21,          12,           8,          11,          12,          18,          18,          24,          51,          52,          59,          59,          65,          86,          87,         146,         154,         147,         149,         125,         157,         173
       10,           0,          16,          63,          69,          42,          43,          38,          25,          20,          15,          24,          26,          16,          30,          47,          37,          45,          50,          63,          55,          86,         122,         167,         347,         770,          60
       12,           0,          25,          12,          31,          62,          74,          71,          67,          44,          44,          53,          49,          22,          25,          17,          27,          38,          36,          33,          81,         123,         138,         202,         279,         339,           0
       14,           0,          22,          71,          69,          40,          36,          46,          54,          58,          58,          78,          95,          86,         117,         134,         122,         105,          94,          97,         129,         153,         132,          76,          19,           0,           0
       16,           0,          10,          52,          53,          87,         124,         139,          99,          64,          55,          49,          43,          31,          34,          45,          59,          50,          57,          67,          79,         106,         160,         204,         296,         522,         136
       18,           0,           4,          46,          84,          65,          78,          51,          31,          45,          69,          82,          98,          90,          78,          81,          85,          85,          76,          81,          95,         110,         129,         129,         172,         273,         303
       20,           0,          11,          26,           4,           8,          27,          48,          68,          67,          62,          62,          90,          79,          81,          64,          63,          82,          80,          78,          92,         107,         114,         123,         135,         144,         158
       22,           0,           4,          13,          28,          41,          55,          48,          40,          30,          36,          50,          48,          32,          26,          31,          35,          36,          42,          43,          49,          52,          30,          36,          51,          62,          80
E=235 keV
  Dst > -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         860,        2307,        2236,        2285,        2858,        2567,        2098,        1835,        1387,         897,         810,         773,         874,        1100,        1288,        1502,        1798,        2104,        2881,        3786,        4257,        4888,        5705,        7137,        9417
        2,           0,        1043,        2221,        1977,        1839,        2605,        2632,        2287,        2188,        1617,         944,         637,         484,         641,         938,        1243,        1770,        2119,        2456,        3320,        4216,        4628,        5005,        5355,        5924,        7447
        4,           0,        1535,        2383,        2088,        2001,        2512,        2472,        2027,        1941,        1468,        1117,        1044,         881,         928,        1014,        1108,        1421,        1752,        2341,        3217,        3899,        4568,        5269,        5985,        7445,       10692
        6,           0,        1476,        3229,        2796,        2278,        2997,        2838,        2488,        1836,        1003,         650,         548,         520,         739,         954,        1244,        1545,        1950,        2413,        3450,        4677,        5729,        7249,        9283,       14274,       13472
        8,           0,        1277,        3002,        3432,        3108,        3282,        2713,        2027,        1668,         978,         714,         648,         598,         632,         781,        1051,        1506,        2011,        2596,        3974,        5624,        6921,        8635,       12456,       17691,        6359
       10,           0,        1355,        3021,        2709,        2435,        3323,        3272,        2611,        2273,        1514,        1018,         786,         613,         730,         933,        1252,        1595,        2111,        2689,        3991,        5527,        6880,        9028,       14294,       20166,         705
       12,           0,        1321,        2918,        2486,        2322,        3086,        2775,        2223,        2013,        1393,        1078,        1000,         860,         911,        1063,        1277,        1801,        2344,        2948,        4364,        6108,        7700,       10032,       15541,       21084,         250
       14,           0,        1470,        2748,        2321,        2310,        2345,        2042,        1684,        1374,         924,         613,         522,         571,         833,        1093,        1492,        1883,        2277,        2776,        4402,        6438,        8001,       10126,       16517,       20225,         527
       16,           0,        1247,        3401,        2677,        1773,        2218,        2211,        2019,        1994,        1497,         913,         565,         423,         475,         595,         721,        1063,        1492,        2116,        3454,        4963,        6281,        7934,       11834,       16636,        3984
       18,           0,        1064,        2416,        2571,        2653,        3044,        2539,        1751,        1620,        1525,        1247,         999,         868,        1012,        1218,        1456,        1676,        1864,        1980,        2408,        3019,        3622,        4284,        5586,        9282,        7174
       20,           0,         978,        2903,        2613,        2092,        3040,        2997,        2480,        2232,        1856,        1196,         877,         617,         692,         794,         950,        1265,        1474,        1655,        2004,        2318,        2561,        2996,        3536,        4466,        6792
       22,           0,        1122,        2705,        2606,        2424,        2768,        2415,        1904,        1548,        1157,         917,         806,         660,         750,         889,        1062,        1261,        1526,        1766,        2343,        3168,        3675,        4089,        4446,        5157,        6720
  -50 nT < Dst < -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         133,         380,         479,         397,         406,         321,         180,         143,         149,         148,         133,         157,         207,         231,         234,         234,         243,         255,         410,         549,         619,         672,         753,         905,        1258
        2,           0,         245,         504,         314,         242,         380,         374,         334,         280,         235,         207,         241,         220,         286,         358,         447,         511,         546,         571,         621,         747,         793,         805,         839,         844,         725
        4,           0,         147,         277,         440,         477,         563,         467,         291,         171,         196,         288,         308,         313,         346,         294,         234,         266,         282,         280,         385,         440,         381,         413,         599,        1208,        2202
        6,           0,         204,         317,         365,         307,         430,         406,         266,         190,         183,         216,         247,         225,         230,         305,         333,         375,         443,         559,         782,        1000,        1104,        1217,        1390,        1703,        2038
        8,           0,         359,         528,         259,         119,          91,          95,         105,         114,         105,         120,         191,         208,         277,         346,         408,         488,         531,         560,         782,        1006,        1133,        1475,        2162,        2908,        1015
       10,           0,         190,         308,         364,         352,         389,         269,         162,          78,          60,          71,          61,          60,          93,         110,         154,         244,         338,         419,         576,         805,        1252,        1901,        3273,        4988,         510
       12,           0,         105,         285,         313,         293,         414,         428,         297,         178,         174,         202,         242,         256,         238,         268,         332,         388,         419,         450,         586,         789,         805,         896,        1238,        2178,           6
       14,           0,         150,         352,         273,         325,         315,         298,         262,         221,         223,         209,         246,         259,         331,         343,         336,         376,         395,         411,         493,         627,         510,         436,         442,         910,          44
       16,           0,         169,         485,         413,         299,         447,         413,         314,         270,         202,         139,          93,          60,          48,          72,         104,         144,         171,         246,         411,         538,         690,         891,        1211,        2625,        1332
       18,           0,         169,         413,         425,         328,         332,         241,          80,         126,         173,         201,         203,         192,         228,         257,         290,         308,         317,         307,         369,         468,         558,         761,        1060,        1661,        1177
       20,           0,         127,         339,         117,         118,         218,         258,         281,         270,         274,         302,         313,         279,         313,         317,         271,         281,         348,         389,         410,         420,         489,         522,         454,         447,         493
       22,           0,          52,         232,         380,         459,         453,         405,         260,         133,         118,         118,         152,         138,         165,         228,         268,         308,         338,         349,         469,         555,         592,         671,         728,         863,        1035
  Dst < -50 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,          17,          72,         105,          92,          81,          38,          19,          19,          39,          31,          37,          31,          36,          37,          28,          29,          44,          46,          65,          96,         112,         130,         130,         127,         108
        2,           0,          51,         121,          68,          49,          70,          89,          80,          72,          66,          39,          42,          46,          59,          70,          85,          89,          86,          71,          81,          91,          78,          64,          71,          71,          81
        4,           0,          46,          54,         115,         112,         108,          61,          20,          21,          36,          51,          55,          47,          46,          56,          41,          41,          32,          24,          40,          49,          49,          56,          61,          62,          72
        6,           0,          43,          94,          66,          48,          80,          68,          30,          24,          22,          13,          12,           6,           7,           7,           9,           8,          13,          14,          38,          75,          66,          67,         108,         135,         209
        8,           0,          70,          79,          49,          21,          12,           8,          11,          13,          18,          18,          31,          51,          52,          50,          62,          76,          84,          88,         146,         154,         147,         145,         125,         157,         172
       10,           0,          22,          68,          70,          42,          45,          38,          23,          18,          19,          25,          22,          16,          28,          47,          47,          46,          51,          59,          49,          76,         119,         157,         306,         594,          46
       12,           0,          31,          16,          29,          58,          77,          77,          65,          38,          40,          48,          50,          23,          25,          17,          29,          38,          36,          31,          82,         123,         127,         196,         280,         316,           0
       14,           0,          39,          86,          79,          45,          38,          47,          53,          51,          58,          78,          87,          90,         111,         135,         131,         104,          94,          97,         129,         153,         135,          76,          19,           0,           0
       16,           0,          16,          53,          52,          88,         123,         136,          94,          64,          58,          57,          38,          31,          34,          45,          59,          50,          57,          66,          79,         106,         160,         204,         299,         520,         132
       18,           0,          11,          55,          81,          65,          75,          52,          32,          46,          67,          70,          72,          64,          61,          69,          79,          76,          72,          74,          81,         103,         129,         128,         174,         250,         273
       20,           0,          18,          38,           5,           8,          26,          44,          58,          59,          45,          54,          73,          79,          84,          63,          67,          69,          71,          69,          85,          92,          97,         101,         117,         120,         137
       22,           0,          10,          23,          24,          42,          58,          53,          46,          39,          43,          55,          50,          32,          26,          31,          38,          36,          35,          34,          40,          43,          27,          29,          42,          51,          68
E=340 keV
  Dst > -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         763,        2280,        2021,        2303,        2611,        2400,        1607,         945,         537,         350,         363,         414,         618,         882,        1160,        1459,        1777,        2123,        2938,        3819,        4326,        4869,        5625,        6927,        9051
        2,           0,         929,        2165,        1796,        1850,        2373,        2475,        1879,        1247,         860,         447,         304,         257,         427,         716,        1178,        1772,        2177,        2536,        3438,        4336,        4694,        5050,        5401,        5935,        7401
        4,           0,        1290,        2365,        1830,        1996,        2488,        2206,        1510,         869,         432,         524,         585,         568,         756,         910,        1021,        1381,        1744,        2358,        3216,        3887,        4514,        5228,        5945,        7361,       10280
        6,           0,        1249,        3168,        2446,        2276,        2929,        2619,        1790,         919,         374,         235,         201,         219,         448,         702,        1138,        1527,        1923,        2428,        3451,        4563,        5680,        7211,        9052,       13670,       13325
        8,           0,        1025,        2950,        3131,        3106,        3163,        2434,        1397,         590,         266,         268,         341,         359,         464,         645,         973,        1354,        1886,        2639,        4003,        5559,        6878,        8522,       12247,       17612,        6323
       10,           0,        1161,        2948,        2452,        2438,        3088,        2962,        1981,        1146,         564,         493,         479,         428,         531,         777,        1180,        1559,        2083,        2667,        3962,        5477,        6874,        9007,       14271,       20036,         680
       12,           0,        1234,        2854,        2248,        2326,        2647,        2525,        1666,         897,         665,         658,         650,         639,         741,         897,        1181,        1775,        2378,        2938,        4281,        5909,        7632,       10012,       15468,       20903,         250
       14,           0,        1330,        2680,        2135,        2337,        2222,        1945,        1279,         604,         345,         322,         324,         396,         699,        1019,        1410,        1825,        2281,        2777,        4183,        6233,        7894,       10102,       16410,       20044,         527
       16,           0,        1104,        3353,        2297,        1760,        2179,        2107,        1845,        1338,         615,         402,         298,         262,         316,         473,         676,        1093,        1591,        2115,        3487,        5099,        6390,        7998,       11831,       16618,        3915
       18,           0,         877,        2225,        2279,        2644,        3011,        2302,        1349,         833,         774,         662,         646,         689,         883,        1124,        1415,        1636,        1867,        2070,        2475,        3103,        3660,        4348,        5562,        9250,        7178
       20,           0,         724,        2708,        2330,        2093,        2996,        2690,        1931,        1381,         881,         654,         529,         410,         547,         750,         971,        1281,        1511,        1692,        2083,        2390,        2517,        3011,        3573,        4469,        6759
       22,           0,         879,        2637,        2275,        2422,        2601,        2163,        1290,         664,         399,         434,         454,         439,         612,         817,        1035,        1299,        1616,        1872,        2491,        3335,        3771,        4096,        4394,        5042,        6575
  -50 nT < Dst < -20 nT
    MLT\L,        1.00,        1.20,        1.40,        1.60,        1.80,        2.00,        2.20,        2.40,        2.60,        2.80,        3.00,        3.20,        3.40,        3.60,        3.80,        4.00,        4.20,        4.40,        4.60,        4.80,        5.00,        5.20,        5.40,        5.60,        5.80,        6.00
        0,           0,         113,         379,         449,         397,         377,         248,         107,          82,          64,          86,          99,          99,         140,         180,         210,         236,         240,         250,         409,         548,         614,         673,         748,         900,        1248
        2,           0,         215,         503,         298,         241,         367,         342,         286,         234,         174,         140,         161,         130,         195,         287,         395,         480,         549,         580,         617,         747,         792,         803,         838,         840,         718
        4,           0,         115,         269,         399,         477,         556,         367,         188,         117,         152,         195,         233,         258,         299,         278,         230,         261,         268,         275,         386,         440,         381,         413,         599,        1208,        2202
        6,           0,         163,         312,         301,         306,         372,         300,         153,         145,         117,         153,         161,         155,         207,         250,         307,         376,         437,         554,         782,        1002,        1091,        1198,        1383,        1703,        2036
        8,           0,         274,         512,         226,         116,          81,          70,          74,          59,          46,          60,          94,         128,         194,         282,         378,         471,         523,         559,         775,        1011,        1142,        1447,        2115,        2912,        1006
